CODICE;CODICEREGIONE;STRUTTURA;TIPO;Comune;Indirizzo
18683;109006-CAV-00003;CASA VACANZE BORGO CASAL CRISTIANA;Case e appartamenti per vacanze;FERMO;Contrada Cugnolo, 16
20052;109006-CAV-00004;RESIDENCE CASABIANCA;Case e appartamenti per vacanze;FERMO;Via Riva del Pescatore, 17
22275;109006-CAV-00005;SOFFIO DEL MARE;Case e appartamenti per vacanze;FERMO;Lungomare Fermano, 18
23123;109006-CAV-00006;MARCHEAMORE;Case e appartamenti per vacanze;FERMO;Piazza Ostilio Ricci, 1
25116;109006-CAV-00007;Immobiliare Due Erre srl Casa Appartamenti per Vacanze;Case e appartamenti per vacanze;FERMO;via Ostilio Ricci, 1 - Largo Vinci piano 1, 1
24691;109006-CHT-00001;LUCE SULLA COLLINA;Country house;FERMO;Contrada Monte Marino, 6
22245;109006-CHT-00003;VILLA ANGELA;Country house;FERMO;Contrada Gabbiano, 9
22011;109006-CHT-00004;COLLE DEI FALCHI;Country house;FERMO;Contrada Vallasciano, snc
20992;109006-CHT-00005;MONTEROSATO COUNTRY HOUSE DI PERUGINI ISABELLA;Country house;FERMO;Contrada Lavandara, 7
16178;109006-CHT-00009;VILLA MIRELLA BEACH;Country house;FERMO;via Stazione, 35/37
12068;109006-CHT-00010;BELVEDERE;Country house;FERMO;contrada cantagallo, 16
5365;109006-CPF-00001;VILLA NAZARETH;Case per ferie;FERMO;contrada San Salvatore, 6
V00018;109006-LOC-00003;Appartamento di Ciucani Angelo;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);FERMO;VIA IPPOLITO LANGLOIS, 15
I00001;109006-REE-00001;PALAZZO ROMANI ADAMI;Residenze d'epoca extra-alberghiere;FERMO;Corso Cavour, 94
24077;109006-RTA-00001;RESIDENCE ACQUACHIARA;Residenze Turistico-Alberghiere (R.T.A.);FERMO;Ugo La Malfa, 5/A
22689;109006-RTA-00002;RESIDENCE BAIADOSOL;Residenze Turistico-Alberghiere (R.T.A.);FERMO;Via Ugo La Malfa, 9
13420;109006-RTA-00003;RESIDENCE CRIRO';Residenze Turistico-Alberghiere (R.T.A.);FERMO;Via della Scienza, 4
3505;109006-VIT-00002;PARADISO;Villaggi turistici;FERMO;Contrada Marina Palmense, 1
3334;109006-VIT-00003;RESIDENCE MARE;Villaggi turistici;FERMO;via Ugo La Malfa, 19
3333;109006-VIT-00004;JOHNNY;Villaggi turistici;FERMO;Campofiloni, 28/30
3332;109006-VIT-00005;BOOMERANG;Campeggi;FERMO;via lungomare fermano, 1
3330;109006-VIT-00006;RIVA DEI PINI;Villaggi turistici;FERMO;via lungomare Fermano, 4
17281;109007-AGR-00001;IL COLLE DEI CECI;Agriturismi;FRANCAVILLA D'ETE;c.da San Sisto, 8
24513;109007-APA-00001;CELI SILVIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);FRANCAVILLA D'ETE;Monterone, 37
15462;109007-CHT-00001;CASAL DEI FICHI;Country house;FRANCAVILLA D'ETE;contrada Pieve Vecchia, 25
19500;109008-AGR-00002;AGRITURISMO FONTE CARRA';Agriturismi;GROTTAZZOLINA;Via Fonte Carrà, 18
24683;109008-APA-00001;APPARTAMENTO BARBAGIANNI ALBERTINO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAZZOLINA;Via Montottonese Sud Piano 2, 19
23621;109008-APA-00002;TOMASSINI RITA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAZZOLINA;Via Belmontese, 8
23793;109008-APA-00003;BONFIGLI ANNA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAZZOLINA;Via Fonte Carrà, 26
21580;109008-BeB-00001;B&B OVANSJO MARIA CHRISTINA;Bed & Breakfast;GROTTAZZOLINA;Via Mazzini, 45
14763;109008-BeB-00005;B&B LA POSTA;Bed & Breakfast;GROTTAZZOLINA;strada Pescia', 1
19942;109008-CHT-00001;COUNTRY HOUSE MONTEBELLO di CIUCCARELLI FABRIZIA;Country house;GROTTAZZOLINA;Strada della Fonte, 12
V00019;109008-LOC-00001;APPARTAMENTO DI ROGANTE RENATO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAZZOLINA;VIA STRADA FERMANA ,5 PIANO 1
V00021;109008-LOC-00002;APPARTAMENTO DI ROGANTE RENATO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAZZOLINA;VIA STRADA FERMANA, 5 PIANO 1-2
24013;109009-AFF-00001;SCHOLA B&B;Affittacamere;LAPEDONA;Contrada Aso, 41
14340;109009-AFF-00004;AFFITTACAMERE ACQUARELLO;Affittacamere;LAPEDONA;contrada Acquarello, 11
13239;109009-AFF-00006;LA STORIELLA;Affittacamere;LAPEDONA;contrada Madonna Manu', 53
1456;109009-AGR-00002;CASA DEGLI ARCHI;Agriturismi;LAPEDONA;contrada madonna manu', 41
1455;109009-AGR-00003;"AGRITURISMO  "" IL RUSTICO """;Agriturismi;LAPEDONA;Via Madonna Bruna, 3
1453;109009-AGR-00004;CASA VECCHIA;Agriturismi;LAPEDONA;contrada aso, 11
17184;109009-AGR-00005;AGRITURISMO MONTE MAGGIO;Agriturismi;LAPEDONA;c.da Aso, 7
15559;109009-AGR-00006;IL FRANTOIO;Agriturismi;LAPEDONA;contrada madonna bruna, 25
14880;109009-AGR-00007;L'ULIVO DI NONNO PIZZU';Agriturismi;LAPEDONA;c.da Fonte Balzana, 6
22499;109009-APA-00001;LEZZI SALVATORE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);LAPEDONA;Via Madonna Manu', 40
17314;109009-APA-00002;BIANCONI ROSANNA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);LAPEDONA;contrada San Michele, 25
20286;109009-APA-00003;ALLEGRINI MAURO appartamento 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);LAPEDONA;Via Madonna Manù, 44
20285;109009-APA-00004;ALLEGRINI MAURO appartamento 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);LAPEDONA;Via Madonna Manù, 44
24179;109009-BeB-00001;DUCHESSA;Bed & Breakfast;LAPEDONA;Via Madonna Manù, snc
22822;109009-BeB-00002;KASHINOKI LAPEDONA;Bed & Breakfast;LAPEDONA;Contrada San Martino, 7
20639;109009-BeB-00003;ANTICHE MURA;Bed & Breakfast;LAPEDONA;Via XXIV Maggio, 2
23911;109009-BeB-00004;GREEN VALLEY RELAX;Bed & Breakfast;LAPEDONA;Contrada Aso, 5
202;109009-BeB-00005;DESANTIS P. FRANCESCO;Bed & Breakfast;LAPEDONA;contrada Acquarello, 3
169;109009-BeB-00006;B&B IL NIDO DI ALICE;Bed & Breakfast;LAPEDONA;contrada Monti di Monterubbiano, 4
18201;109009-BeB-00008;IL TERRAZZO DELLE RONDINI;Bed & Breakfast;LAPEDONA;C.DA MADONNA MANU', 51
20276;109009-BeB-00012;CASAJO';Bed & Breakfast;LAPEDONA;Via Madonna Manu', 40
16382;109009-BeB-00013;B&B SALTARECCIO;Bed & Breakfast;LAPEDONA;contrada Saltareccio, 8
13414;109009-BeB-00015;B&B VERDE VALDASO DI PENNESI DOMENICO;Bed & Breakfast;LAPEDONA;contrada Aso, 19
12012;109009-BeB-00016;B&B PENNESI GIUSEPPE;Bed & Breakfast;LAPEDONA;contrada Aso, 16
13886;109009-CAV-00001;VILLA MANU';Case e appartamenti per vacanze;LAPEDONA;contrada Madonna Manu', 56
20195;109009-CAV-00002;LA CASA SUL BORGO;Case e appartamenti per vacanze;LAPEDONA;Borgo Castellano, 6
21384;109010-AGR-00001;AZIENDA AGRICOLA MATTEI ANDREA;Agriturismi;MAGLIANO DI TENNA;Via della Libertà, 20
14881;109010-ALB-00001;IL VELIERO;Albergo;MAGLIANO DI TENNA;VIALE AMERICA, 1/a,b
23459;109010-APA-00001;BIONDI PIERO APPARTAMENTO MAGLIANO DI TENNA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MAGLIANO DI TENNA;Via San Giacomo, 3
19190;109010-BeB-00001;LU GRILLO HOLIDAY;Bed & Breakfast;MAGLIANO DI TENNA;Via Poggio San Gaetano, 19
V00010;109010-LOC-00001;Appartamento di Rastelli Costantino - piano terra;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MAGLIANO DI TENNA;POGGIO SAN GAETANO, 23
V00011;109010-LOC-00002;Appartamento di Rastelli Costantino - piano 1°;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MAGLIANO DI TENNA;POGGIO SAN GAETANO, 23
25078;109011-APA-00001;GRAN BURRONE di Maja Gnjidic;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MASSA FERMANA;contrada Modeagni, SNC
24092;109012-AFF-00001;LA CASA DI TERRA;Affittacamere;MONSAMPIETRO MORICO;Via Cisterna, 46
23980;109012-AFF-00002;AL PICCHIO VERDE SNC DI SANGUIGNI MAURO & C. SNC;Affittacamere;MONSAMPIETRO MORICO;Via Ete, 87/A
19893;109012-AGR-00001;AGRITURISMO ROGANI CINZIA;Agriturismi;MONSAMPIETRO MORICO;Via Rivo, Snc
23583;109012-APA-00001;CISCATO MASSIMO APPARTAMENTO PIANO TERRA SUB. 11;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONSAMPIETRO MORICO;Via Cisterna, 19
23582;109012-APA-00002;CISCATO MASSIMO APPARTAMENTO PIANO TERRA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONSAMPIETRO MORICO;Via Cisterna, 19
23581;109012-APA-00003;CISCATO MASSIMO APPARTAMENTO PIANO 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONSAMPIETRO MORICO;Via Cisterna, 19
20026;109012-BeB-00002;B&B SANGUIGNI MAURO;Bed & Breakfast;MONSAMPIETRO MORICO;Via Ete, 87
16712;109012-BeB-00003;B&B FUNARI ALBERTO;Bed & Breakfast;MONSAMPIETRO MORICO;via borgo Caucci, 3
17642;109012-CHT-00001;L'ANTICO POZZO;Country house;MONSAMPIETRO MORICO;via Ete, 70
17895;109013-ALB-00002;PALAZZO RICCUCCI;Albergo;MONTAPPONE;via Palazzo, 36
16188;109013-AST-00001;AREA DI SOSTA CAMPER;Aree di Sosta;MONTAPPONE;VIA PIETRO NENNI
19242;109014-AFF-00002;IL CHIODO FISSO;Affittacamere;MONTEFALCONE APPENNINO;Luogo di Sasso, 6/A
1464;109014-AGR-00001;L'INCONTRO;Agriturismi;MONTEFALCONE APPENNINO;contrada san lorenzo, 63
1463;109014-AGR-00002;AGRITURISMO MARULLA;Agriturismi;MONTEFALCONE APPENNINO;contrada Marulla, 1
23576;109014-APA-00001;JELLARD ANTHONY RICHARD;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEFALCONE APPENNINO;Fraz. San Biagio, 5
17585;109014-BeB-00001;B&B VILLA MARCONI;Bed & Breakfast;MONTEFALCONE APPENNINO;contrada Luogo di Sasso  snc, snc
17034;109014-BeB-00002;B&B NONNA LUISA;Bed & Breakfast;MONTEFALCONE APPENNINO;via Roma, 6
4428;109014-CAV-00001;SOCIETA' AGROFORESTALE MARCHIGIANA SAN RUFFINO SRL;Case e appartamenti per vacanze;MONTEFALCONE APPENNINO;contrada cese, 1
21165;109014-CHT-00001;COUNTRY HOUSE LE MARGHERITE;Country house;MONTEFALCONE APPENNINO;Contrada Faveto, 82
V00012;109014-LOC-00001;APPARTAMENTO DI MARCHETTI   CLAUDIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEFALCONE APPENNINO;Via TIRO A SEGNO, snc     piano primo
V00022;109014-LOC-00002;Appartamento di Mancinelli Nazzareno - piano terra e 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEFALCONE APPENNINO;Località Tiro a Segno, 10
23060;109015-AFF-00001;AFFITTACAMERE SIBILLA;Affittacamere;MONTEFORTINO;Località Tenna, 2/B
17839;109015-AFF-00003;AFFITTACAMERE PEPPINE';Affittacamere;MONTEFORTINO;loc. Ambro, snc
R00001;109015-AFF-00004;NEL CUORE DEL BORGO;Affittacamere;MONTEFORTINO;via Roma, 50
23714;109015-AGR-00001;AGRITURISMO IL VERDE CAMMINO;Agriturismi;MONTEFORTINO;Frazione Vetice, 48
22997;109015-AGR-00002;AGRITURISMO IL BORGHETTO;Agriturismi;MONTEFORTINO;Contrada Bugione, 4
22481;109015-AGR-00003;AGRITURISMO ANTICA CORTE;Agriturismi;MONTEFORTINO;Via Teglia - Baldoni, snc
21599;109015-AGR-00004;ANTICO MULINO;Agriturismi;MONTEFORTINO;Località Tenna, snc
1471;109015-AGR-00006;IL BORGHETTO;Agriturismi;MONTEFORTINO;Località Bugione, 4
17169;109015-AGR-00008;LA FILOMENA;Agriturismi;MONTEFORTINO;c.da Collina, 11
14717;109015-AGR-00009;SANTA LUCIA DEI SIBILLINI;Agriturismi;MONTEFORTINO;c.da santa lucia n., 31
14043;109015-AGR-00010;LA MORETTA di EVANGELISTA EDOARDO;Agriturismi;MONTEFORTINO;localita' pretattoni, 11
17149;109015-ALB-00001;HOTEL RISTORANTE AMBRO;Albergo;MONTEFORTINO;via S. Madonna dell'Ambro, fm
23458;109015-APA-00001;BIONDI PIERO APPARTAMENTO MONTEFORTINO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEFORTINO;Località Vetice, snc
24938;109015-BeB-00001;B&B IL GIARDINO DEI SOGNI;Bed & Breakfast;MONTEFORTINO;loc. Bugione, 4
23086;109015-BeB-00002;B&B TERRA DI MARCA;Bed & Breakfast;MONTEFORTINO;Via degli Orti, 3
22742;109015-BeB-00003;BORGOFORTINO B&B;Bed & Breakfast;MONTEFORTINO;Contrada Bugione, 7
18498;109015-BeB-00005;CASA DI PIETRA;Bed & Breakfast;MONTEFORTINO;LOCALITA' ROCCA, 17
14601;109015-BeB-00007;B&B CA' DE LA ROSSA;Bed & Breakfast;MONTEFORTINO;Frazione Rubbiano, 25
86;109015-BeB-00008;B&B DA MARIA;Bed & Breakfast;MONTEFORTINO;Piedivalle, 20
18608;109015-CAM-00002;CAMPING SIBILLA;Campeggi;MONTEFORTINO;Tenna, 3
4408;109015-CAV-00001;TRINACRIA;Case e appartamenti per vacanze;MONTEFORTINO;villaggio turistico Colmartese, Snc
22741;109015-CHT-00001;GIONNI MICHELA;Country house;MONTEFORTINO;Contrada Bugione, snc
12070;109015-CHT-00002;CASA SULLA VALLE;Country house;MONTEFORTINO;Loc. Tre Ponti, 2
12032;109015-CHT-00003;COUNTRY HOUSE RE ARTU';Country house;MONTEFORTINO;localita' baldoni, 2
23179;109015-RIF-00001;RIFUGIO RUBBIANO DI CESARI KATIA;Rifugio Escursionistico;MONTEFORTINO;Frazione Rubbiano, 26
17150;109015-RIF-00002;RIFUGIO RUBBIANO;Rifugi alpini;MONTEFORTINO;loc. Rubbiano, 26
24608;109016-AFF-00001;CASALE DI MARO;Affittacamere;MONTE GIBERTO;Contrada San Martino, 10
18717;109016-AGR-00001;MILLE QUERCE SRL;Agriturismi;MONTE GIBERTO;Contrada San Martino, 21
15889;109016-AGR-00002;AGRITURISMO CORBEZZOLO;Agriturismi;MONTE GIBERTO;c.da Campodonico, 10
14253;109016-AGR-00003;ALLA CORTE DI CAROLINA;Agriturismi;MONTE GIBERTO;c.da Colle, 5/6
14159;109016-AGR-00004;GLI ULIVI;Agriturismi;MONTE GIBERTO;c.da Castellette, 6
24848;109016-APA-00001;Appartamento di SUPATAEV TIMUR;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTE GIBERTO;C.DA CAMPODONICO, 8
19067;109016-BeB-00002;B&B MILLE UNA NOTTE;Bed & Breakfast;MONTE GIBERTO;Contrada San Michele, 12
75;109016-BeB-00005;B&B CASA MILLEVOLTE di MARINA MILLEVOLTE;Bed & Breakfast;MONTE GIBERTO;via Roma, 25
74;109016-BeB-00006;B&B CASA MILLEVOLTE di ALESSANDRA MILLEVOLTE;Bed & Breakfast;MONTE GIBERTO;via Roma, 25
17325;109017-AGR-00001;AGRITURISMO FARA;Agriturismi;MONTEGIORGIO;via Gaglianello, 8
19901;109017-AGR-00002;OFFICINA DEL SOLE;Agriturismi;MONTEGIORGIO;VIA MONTEMILONE, 1
15269;109017-AGR-00003;I SASSI DI SAN GIUSEPPE;Agriturismi;MONTEGIORGIO;contrada san giuseppe, 4
11426;109017-ALB-00001;OSCAR & AMORINA;Albergo;MONTEGIORGIO;via Faleriense Ovest, 69
11425;109017-ALB-00002;SAN PAOLO HOTEL;Albergo;MONTEGIORGIO;via Faleriense Est, 66
23742;109017-APA-00001;BASTIANELLI MAURO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Piazza XXXV Aprile, snc
23647;109017-APA-00002;BREUER JUDITH;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;
23008;109017-APA-00003;DEL BELLO CRISTIANA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Contrada Gaglianello, 2
21778;109017-APA-00004;TRAVERS ANDREW CHARLS;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Contrada Cappuccini, snc
21762;109017-APA-00005;APPARTAMENTO BREUER JUDITH;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Via Collebianco, 11
19593;109017-APA-00006;CASA DELLA STREGA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Contrada Cerreto, 3
20377;109017-APA-00007;CASA DI TONY di CASTURANI GIANCARLO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Via S. Giorgio, 5
20050;109017-APA-00008;GENTILI FERNANDO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGIORGIO;Via Santa Maria, 24
16486;109017-AST-00001;AREA DI SOSTA CAMPER;Aree di Sosta;MONTEGIORGIO;VIA DANTE MATTII
24551;109017-BeB-00001;PARADISE PARK;Bed & Breakfast;MONTEGIORGIO;Via San Giorgio  Piano Seminterrato, 9
22141;109017-BeB-00002;LA CASA DEGLI ARTISTI;Bed & Breakfast;MONTEGIORGIO;Contrada Piane, 36
16159;109017-BeB-00005;B&B HOUSE SAN NICOLO';Bed & Breakfast;MONTEGIORGIO;via Solferino, 20
16094;109017-BeB-00006;B&B LA CAPPELLANIA;Bed & Breakfast;MONTEGIORGIO;c.da Cerreto, 3
22167;109017-CHT-00001;CASA SAN RUFFINO;Country house;MONTEGIORGIO;Contrada Montese, 13
23073;109018-AFF-00001;ROBIN ROOMS;Affittacamere;MONTEGRANARO;Via Umbria, 14
22747;109018-AFF-00002;TENUTE RIO MAGGIO DI BEDETTA TIZIANA & C. SOCIETA' AGRICOLA;Affittacamere;MONTEGRANARO;Contrada Vallone, 41
21037;109018-AFF-00003;VILLA EMMA;Affittacamere;MONTEGRANARO;Via della Croce, snc
18013;109018-AFF-00006;CASA DE CAMPO;Affittacamere;MONTEGRANARO;via dei monti 208, 1
15443;109018-AFF-00007;AFFITTACAMERE DA PATRIZIA;Affittacamere;MONTEGRANARO;via Trivio, 48
15375;109018-ALB-00001;HOTEL HORIZON;Albergo;MONTEGRANARO;Strada Statale Veregrense, snc
24640;109018-APA-00001;APPARTAMENTO LANCIOTTI RICCARDO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGRANARO;Via San Tommaso PT e Primo Piano, 99
23709;109018-APA-00002;FRATICELLI LUCA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGRANARO;Contrada San Tommaso, 170
23941;109018-APA-00006;AMBROGI ROSELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGRANARO;Via Fonte Zoppa, 41
20200;109018-APA-00009;A CASA DE FIORE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGRANARO;Contrada S. Leandra, 316
21554;109018-BeB-00001;B&B LUCIANI ROSSELLA;Bed & Breakfast;MONTEGRANARO;Via Bernini, 6 - Piano terra
18248;109018-BeB-00005;B&B CASA CIARPELLA;Bed & Breakfast;MONTEGRANARO;C.DA SANTA LEANDRA, 329/C
20331;109018-BeB-00006;CASA DEL FOSSO;Bed & Breakfast;MONTEGRANARO;Contrada S. Tommaso, 35
16249;109018-BeB-00008;B&B VILLA GIOIA;Bed & Breakfast;MONTEGRANARO;contrada la Croce, 22
G00002;109018-BeB-00009;B&B LE DAME;Bed & Breakfast;MONTEGRANARO;CONTRADA SANTA MARIA, 460
19551;109018-CAV-00002;CONTRADA SAN TOMMASO, 91/A CASE VACANZE ELENA ALINA E FEDERI;Case e appartamenti per vacanze;MONTEGRANARO;Contrada San Tommaso, 91/A
12565;109018-CHT-00001;TERRA & SOLE S.R.L.;Country house;MONTEGRANARO;contrada Santa Maria, 534
V00003;109018-LOC-00001;APPARTAMENTO DI DI CHIARA GIACOMO - PIANO 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTEGRANARO;VIA FERMANA SUD, 366
23422;109019-APA-00001;D'AMICO MARGHERITA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTELEONE DI FERMO;Via Valle Corvone
24389;109019-BeB-00001;CASA ROSSA;Bed & Breakfast;MONTELEONE DI FERMO;Via Madonna di Loreto, 4
13869;109019-BeB-00002;LA CASA DEI NONNI;Bed & Breakfast;MONTELEONE DI FERMO;CONTRADA MADONNA DI LORETO, 21
14865;109019-CHT-00001;COUNTRY HOUSE CASA ROSSA;Country house;MONTELEONE DI FERMO;VIA MADONNA DI LORETO, 4
24143;109019-OST-00001;"OSTELLO ""IL LEONE""";Ostelli per la gioventù;MONTELEONE DI FERMO;Via Bramante, 1
1474;109020-AGR-00001;FONTE DI S. ANDREA;Agriturismi;MONTELPARO;MADONNA DELLE GRAZIE
17179;109020-AGR-00002;AGRITURISMO MONTEVERDE;Agriturismi;MONTELPARO;contrada Coste, FM
15894;109020-AGR-00003;T'ASTERIA;Agriturismi;MONTELPARO;COLLE CARBONE, 9
14588;109020-AGR-00005;AGRICAMP PICOBELLO;Agriturismi;MONTELPARO;via Cortalie, 24
14587;109020-AGR-00006;AGRITURISMO RESIDENCE SINFONIE DEL BOSCO;Agriturismi;MONTELPARO;contrada santa maria, 45
14044;109020-AGR-00007;LE COSTE;Agriturismi;MONTELPARO;contrada coste, 34
18204;109020-ALB-00001;HOTEL LEONE;Albergo;MONTELPARO;Via Vittorio Emanuele II, 60
23574;109020-APA-00001;COUCKE BENEDIKTE HANNELORE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTELPARO;Via Case e Pozzo, 10
23396;109020-APA-00002;BAADER BERND OTTO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTELPARO;Via Castello, 12
23393;109020-APA-00003;MEIERHOFER FLORIAN NORBERT;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTELPARO;Via Castello, snc
19510;109020-BeB-00001;CASA EDERA;Bed & Breakfast;MONTELPARO;Contrada Rongone, 20
17309;109020-BeB-00002;B&B CURI MAURIZIO;Bed & Breakfast;MONTELPARO;contrada Coste, 24
17183;109020-BeB-00003;B&B LA CASA IN COLLINA;Bed & Breakfast;MONTELPARO;via Santa Maria, 31
17181;109020-BeB-00004;B&B VILLA CRISTINA;Bed & Breakfast;MONTELPARO;via Case e Pozzo, 10
17180;109020-BeB-00005;B&B L'AURORA;Bed & Breakfast;MONTELPARO;via Risorgimento, 25
20324;109020-BeB-00006;VILLA IN THE VINEYARD B&B;Bed & Breakfast;MONTELPARO;Contrada Celestiale, 16
17478;109020-RTA-00001;LA GINESTRA;Residenze Turistico-Alberghiere (R.T.A.);MONTELPARO;contrada Coste, 2
17293;109021-AFF-00001;LA CUMA;Affittacamere;MONTE RINALDO;via Aso, 12
15167;109021-AGR-00001;"CANTINA DEI MONTI ""Casa Sacciofa""";Agriturismi;MONTE RINALDO;via Sant'Anna, 3
14134;109021-AGR-00002;CASALE INDACO;Agriturismi;MONTE RINALDO;via Crocifisso, 14
13333;109021-AGR-00003;IL TEMPIO DI NOVANA;Agriturismi;MONTE RINALDO;contrada Aso, 44
12520;109021-AGR-00004;AGRITURISMO MONTORSO;Agriturismi;MONTE RINALDO;contrada Bucchiano, 14
R00003;109021-CAV-00001;APPARTAMENTO VILLA BUCCHIANO di GENKE LEHER IRMGARD ELISABETH;Case e appartamenti per vacanze;MONTE RINALDO;VIA BUCCHIANO , 21
17433;109021-CHT-00001;COUNTRY HOUSE VILLA LILIANA;Country house;MONTE RINALDO;Via Bucchiano, snc
21192;109022-AFF-00001;LA CASA SUL COLLE;Affittacamere;MONTERUBBIANO;Contrada Collina, 10
14664;109022-AFF-00002;VILLA MONTOTTO;Affittacamere;MONTERUBBIANO;frazione montotto, 20
1479;109022-AGR-00001;AGRITURISMO CROSTA;Agriturismi;MONTERUBBIANO;Pozzetto, 2/B
14774;109022-AGR-00002;AGRITURISMO MONTESICURO;Agriturismi;MONTERUBBIANO;c.da Montesicuro, 9
24809;109022-APA-00001;Appartamento di MATTETTI PAOLO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;CONTRADA CASTELLETTA, 30
23177;109022-APA-00002;VAN LEEUWEN MARCEL RICHARD;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Contrada Piaggiole, snc
23176;109022-APA-00003;ROSENBERG LARS HENRIK BORJE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Contrada Piaggiole, snc
23148;109022-APA-00004;CALLARA' VINCENZO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Via Chiesanuova, 48/B
19592;109022-APA-00006;ULISSI CARLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Contrada Piaggiole, snc
23986;109022-APA-00007;GAVAUDAN ANTONELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Via Laurenzi, 14
18655;109022-APA-00008;CALLARA' ALESSANDRA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;Via Chiesanuova, 33
23783;109022-BeB-00001;POGGIO DEI 4 BORGHI;Bed & Breakfast;MONTERUBBIANO;Contrada Poggio, 7
21747;109022-BeB-00002;CASA FILINARA;Bed & Breakfast;MONTERUBBIANO;Via Abbadia, 123
331;109022-BeB-00003;B&B VENTO DI ROSE;Bed & Breakfast;MONTERUBBIANO;via Canniccio, 7
19375;109022-BeB-00005;IL PICCOLO CARRO;Bed & Breakfast;MONTERUBBIANO;Frazione Montotto, 71
14301;109022-CAV-00001;LA ROSA SCARLATTA;Case e appartamenti per vacanze;MONTERUBBIANO;largo v. giovannetti, 4
V00017;109022-LOC-00001;APPARTAMENTO DI DE LANCELLOTTI  ANYA ELISE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTERUBBIANO;VIA XXV APRILE,9  T-1
13620;109023-AGR-00001;OASI BELVEDERE;Agriturismi;MONTE SAN PIETRANGELI;contrada san rustico, 49
1480;109023-AGR-00002;AGRITURISMO FONTE CARELLA;Agriturismi;MONTE SAN PIETRANGELI;contrada carella, 4/6
11437;109023-ALB-00001;HOTEL PINA;Albergo;MONTE SAN PIETRANGELI;Via Roma, 25/27
25041;109023-APA-00001;Appartamento di VITI SERGIO Traversa degli Agli;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTE SAN PIETRANGELI;Traversa degli Agli, 24, 24
